slug,latin_name,common_name,category,family,genus,observations_count
echium-plantagineum,Echium plantagineum,Purple Viper's bugloss,plant,Boraginaceae,Echium,2
ectemnius-cavifrons,Ectemnius cavifrons,Garden Ectemnius,insect,Crabronidae,Ectemnius,2
ectopsocus-petersi,Ectopsocus petersi,Peters' barklouse,insect,Ectopsocidae,Ectopsocus,2
edwardsiana-geometrica,Edwardsiana geometrica,a leafhopper,insect,Cicadellidae,Edwardsiana,2
elachista-canapennella,Elachista canapennella,little dwarf,insect,Elachistidae,Elachista,2
elasmucha-grisea,Elasmucha grisea,Parent Bug,insect,Acanthosomatidae,Elasmucha,2
empis-livida,Empis livida,a dance fly,insect,Empididae,Empis,2
endrosis-sarcitrella,Endrosis sarcitrella,White-shouldered house moth,insect,Oecophoridae,Endrosis,2
enicospilus-ramidulus,Enicospilus ramidulus,an ichneumon wasp,insect,Ichneumonidae,Enicospilus,2
epilobium-parviflorum,Epilobium parviflorum,Small-flowered Willowherb,plant,Onagraceae,Epilobium,2
eristalis-similis,Eristalis similis,Glass-winged Drone Fly,insect,Syrphidae,Eristalis,2
eryngium-bourgatii,Eryngium bourgatii,Pyrenean Eryngo,plant,Apiaceae,Eryngium,2
eucosma-campoliliana,Eucosma campoliliana,Marbled Bell,insect,Tortricidae,Eucosma,2
eulithis-prunata,Eulithis prunata,Phoenix,insect,Geometridae,Eulithis,2
euonymus-europaeus,Euonymus europaeus,Spindle,plant,Celastraceae,Euonymus,2
eupithecia-haworthiata,Eupithecia haworthiata,Haworth's Pug,insect,Geometridae,Eupithecia,2
eupithecia-spec,Eupithecia spec.,Pug Moths,insect,Geometridae,Eupithecia,2
eupithecia-tantillaria,Eupithecia tantillaria,Dwarf Pug,insect,Geometridae,Eupithecia,2
euthrix-potatoria,Euthrix potatoria,Drinker,insect,Lasiocampidae,Euthrix,2
eutonia-barbipes,Eutonia barbipes,a crane fly,insect,Limoniidae,Eutonia,2
falco-subbuteo,Falco subbuteo,Eurasian Hobby,bird,Falconidae,Falco,2
filipendula-ulmaria,Filipendula ulmaria,Meadowsweet,plant,Rosaceae,Filipendula,2
flavoparmelia-soredians,Flavoparmelia soredians,Shadow Greenshield Lichen,lichen,Parmeliaceae,Flavoparmelia,2
fomoria-septembrella,Fomoria septembrella,Hypericum Pigmy,insect,Nepticulidae,Fomoria,2
gammarus-tigrinus,Gammarus tigrinus,banded freshwater shrimp,insect,Gammaridae,Gammarus,2
ganoderma-lipsiense,Ganoderma lipsiense,artist's bracket,fungus,Polyporaceae,Polyporus,2
gastrolepta-anthracina,Gastrolepta anthracina,a tachinid fly,insect,Tachinidae,Gastrolepta,2
gastrophysa-viridula,Gastrophysa viridula,Green Dock Beetle,insect,Chrysomelidae,Gastrophysa,2
geranium-nodosum,Geranium nodosum,Knotted Crane's-bill,plant,Geraniaceae,Geranium,2
glyphotaelius-pellucidus,Glyphotaelius pellucidus,Mottled sedge,insect,Limnephilidae,Glyphotaelius,2
graphocephala-fennahi,Graphocephala fennahi,Rhododendron leafhopper,insect,Cicadellidae,Graphocephala,2
grapholita-janthinana,Grapholita janthinana,Pale-bordered Piercer,insect,Tortricidae,Grapholita,2
hadena-compta,Hadena compta,Varied Coronet,insect,Noctuidae,Hadena,2
halyomorpha-halys,Halyomorpha halys,Brown Marmorated Stink Bug,insect,Pentatomidae,Halyomorpha,2
harmonia-quadripunctata,Harmonia quadripunctata,Cream-streaked ladybird,insect,Coccinellidae,Harmonia,2
harpella-forficella,Harpella forficella,Harpella moth,insect,Oecophoridae,Harpella,2
helix-pomatia,Helix pomatia,Roman Snail,mollusc,Helicidae,Helix,2
hepialus-humuli,Hepialus humuli,Ghost Moth,insect,Hepialidae,Hepialus,2
hercostomus-nigriplantis,Hercostomus nigriplantis,a long-legged fly,insect,Dolichopodidae,Hercostomus,2
herniaria-glabra,Herniaria glabra,Smooth Rupturewort,plant,Caryophyllaceae,Herniaria,2
hippolais-icterina,Hippolais icterina,Icterine Warbler,bird,Acrocephalidae,Hippolais,2
hoplitis-leucomelana,Hoplitis leucomelana,Kirby's Mason Bee,insect,Megachilidae,Hoplitis,2
hypericum-androsaemum-hypericum-hircinum-hypericum-x-inodorum,Hypericum androsaemum + Hypericum hircinum + Hypericum x inodorum,tutsan / stinking tutsan / Hidcote hypericum complex,other,"","",2
hypericum-spec,Hypericum spec.,St. Johnswort unknown,plant,Hypericaceae,Hypericum,2
hypolimnas-bolina,Hypolimnas bolina,Great Eggfly,insect,Nymphalidae,Hypolimnas,2
iassus-lanio,Iassus lanio,oak leafhopper,insect,Cicadellidae,Iassus,2
iassus-scutellaris,Iassus scutellaris,elm leafhopper,insect,Cicadellidae,Iassus,2
icius-spec,Icius spec.,Striking Jumping Spiders,arachnid,Salticidae,Icius,2
idaea-subsericeata,Idaea subsericeata,Satin Wave,insect,Geometridae,Idaea,2
ilex-aquifolium,Ilex aquifolium,Holly,plant,Aquifoliaceae,Ilex,2
ipimorpha-subtusa,Ipimorpha subtusa,The Olive,insect,Noctuidae,Ipimorpha,2
isatis-tinctoria,Isatis tinctoria,Woad,plant,Brassicaceae,Isatis,2
juncus-compressus,Juncus compressus,Round-fruited Rush,plant,Juncaceae,Juncus,2
kalama-tricornis,Kalama tricornis,hairy lacebug,insect,Tingidae,Dictyonota,2
laetiporus-sulphureus,Laetiporus sulphureus,Chicken Of The Woods,fungus,Laetiporaceae,Laetiporus,2
lagurus-ovatus,Lagurus ovatus,Hare's-tail,plant,Poaceae,Lagurus,2
lamiastrum-galeobdolon-subsp-argentatum,Lamiastrum galeobdolon subsp. argentatum,silver dead-nettle,plant,Lamiaceae,Lamium,2
lamium-album,Lamium album,White Dead-nettle,plant,Lamiaceae,Lamium,2
lathyrus-latifolius,Lathyrus latifolius,Broad-leaved Everlasting-pea,plant,Fabaceae,Lathyrus,2
lathyrus-pratensis,Lathyrus pratensis,Meadow Vetchling,plant,Fabaceae,Lathyrus,2
leccinum-scabrum-sl-incl-cyaneobasileucum-melaneum-schistophilum-variicolor,"Leccinum scabrum sl, incl. cyaneobasileucum, melaneum, schistophilum, variicolor",rough-stemmed bolete complex,fungus,Boletaceae,Leccinum,2
lepidium-densiflorum,Lepidium densiflorum,Densely flowered Pepperwort,plant,Brassicaceae,Lepidium,2
lepidium-virginicum,Lepidium virginicum,Least Pepperwort,plant,Brassicaceae,Lepidium,2
leucoma-salicis,Leucoma salicis,White Satin Moth,insect,Erebidae,Leucoma,2
linaria-cannabina,Linaria cannabina,Common Linnet,bird,Fringillidae,Linaria,2
linaria-purpurea,Linaria purpurea,Purple Toadflax,plant,Plantaginaceae,Linaria,2
lindneromyia-dorsalis,Lindneromyia dorsalis,flat-footed fly,insect,Platypezidae,Lindneromyia,2
liophloeus-tessulatus,Liophloeus tessulatus,chequered weevil,insect,Curculionidae,Liophloeus,2
lithobius-spec,Lithobius spec.,Typical Stone Centipedes,insect,Lithobiidae,Lithobius,2
lonchaeidae-indet,Lonchaeidae indet.,Unidentified Lance Fly,insect,Lonchaeidae,"",2
lozotaeniodes-formosana,Lozotaeniodes formosana,Orange Pine Tortrix,insect,Tortricidae,Lozotaeniodes,2
lygocoris-pabulinus,Lygocoris pabulinus,Common Green Capsid,insect,Miridae,Lygocoris,2
macrocentrus-spec,Macrocentrus spec.,braconid wasp,insect,Braconidae,Macrocentrus,2
macrophya-montana,Macrophya montana,Yellow-spotted Macrophya,insect,Tenthredinidae,Macrophya,2
malus-x-domestica,Malus x domestica,apple,plant,Rosaceae,Malus,2
mammalia-indet,Mammalia indet.,Mammal unknown,mammal,"","",2
megalocoleus-molliculus,Megalocoleus molliculus,plant bug,insect,Miridae,Megalocoleus,2
microlinyphia-pusilla,Microlinyphia pusilla,dwarf sheet-web spider,arachnid,Linyphiidae,Microlinyphia,2
micromus-variegatus,Micromus variegatus,Variegated Brown Lacewing,insect,Hemerobiidae,Micromus,2
mirabilis-jalapa,Mirabilis jalapa,Marvel-of-Peru,plant,Nyctaginaceae,Mirabilis,2
monopis-crocicapitella,Monopis crocicapitella,Pale-backed Detritus Moth,insect,Tineidae,Monopis,2
myosotis-laxa,Myosotis laxa,Tufted Forget me not,plant,Boraginaceae,Myosotis,2
mystacides-nigra,Mystacides nigra,black longhorn caddisfly,insect,Leptoceridae,Mystacides,2
mythimna-albipuncta,Mythimna albipuncta,White-point,insect,Noctuidae,Mythimna,2
nacerdes-melanura,Nacerdes melanura,Wharf Borer,insect,Oedemeridae,Nacerdes,2
nemotelus-pantherinus,Nemotelus pantherinus,Fen Snout,insect,Stratiomyidae,Nemotelus,2
neoascia-spec,Neoascia spec.,Fen Flies,insect,Syrphidae,Neoascia,2
nephrotoma-cornicina,Nephrotoma cornicina,tiger crane fly,insect,Tipulidae,Nephrotoma,2
neurotoma-saltuum,Neurotoma saltuum,Social Pear Sawfly,insect,Pamphiliidae,Neurotoma,2
nigella-damascena,Nigella damascena,Love-in-a-mist,plant,Ranunculaceae,Nigella,2
nomada-flavoguttata,Nomada flavoguttata,Little Nomad Bee,insect,Apidae,Nomada,2
ochlodes-sylvanus,Ochlodes sylvanus,Large Skipper,insect,Hesperiidae,Ochlodes,2
oegoconia-deauratella,Oegoconia deauratella,Scarce Obscure Moth,insect,Autostichidae,Oegoconia,2
ononis-spinosa,Ononis spinosa,Restharrow,plant,Fabaceae,Ononis,2
orgyia-antiqua,Orgyia antiqua,Vapourer,insect,Erebidae,Orgyia,2
oxybelus-bipunctatus,Oxybelus bipunctatus,spiny digger wasp,insect,Crabronidae,Oxybelus,2
palloptera-ustulata,Palloptera ustulata,flutter fly,insect,Pallopteridae,Palloptera,2
panaeolina-foenisecii,Panaeolina foenisecii,Mower's Mushroom,fungus,Bolbitiaceae,Panaeolina,2
panorpa-communis,Panorpa communis,Common scorpionfly,insect,Panorpidae,Panorpa,2
paranthrene-tabaniformis,Paranthrene tabaniformis,Dusky Clearwing,insect,Sesiidae,Paranthrene,2
parasola-plicatilis-sl-incl-galericuliformis-hercules-kuehneri-leiocephala-megasperma-schroeteri,"Parasola plicatilis sl, incl. galericuliformis, hercules, kuehneri, leiocephala, megasperma, schroeteri",pleated inkcap (species complex),fungus,Psathyrellaceae,Parasola,2
parasteatoda-tepidariorum,Parasteatoda tepidariorum,American House Spider,arachnid,Theridiidae,Parasteatoda,2
parietaria-officinalis,Parietaria officinalis,Eastern Pellitory-of-the-wall,plant,Urticaceae,Parietaria,2
pemphredon-spec,Pemphredon spec.,Aphid Wasps,insect,Crabronidae,Pemphredon,2
periplaneta-australasiae,Periplaneta australasiae,Australian cockroach,insect,Blattidae,Periplaneta,2
phalaris-arundinacea,Phalaris arundinacea,Reed Canary-grass,plant,Poaceae,Phalaris,2
phaonia-spec,Phaonia spec.,muscid fly,insect,Muscidae,Phaonia,2
phedimus-hybridus,Phedimus hybridus,Siberian Stonecrop,plant,Crassulaceae,Phedimus,2
phedimus-kamtschaticus,Phedimus kamtschaticus,Kamchatka Stonecrop,plant,Crassulaceae,Phedimus,2
philadelphus-spec,Philadelphus spec.,Mock orange unknown,plant,Hydrangeaceae,Philadelphus,2
philereme-vetulata,Philereme vetulata,Brown Scallop,insect,Geometridae,Philereme,2
philosepedon-spec,Philosepedon spec.,moth fly,insect,Psychodidae,Philosepedon,2
phragmatobia-fuliginosa,Phragmatobia fuliginosa,Ruby Tiger,insect,Erebidae,Phragmatobia,2
phycitodes-spec,Phycitodes spec.,pyralid moth,insect,Pyralidae,Phycitodes,2
phymatocera-aterrima,Phymatocera aterrima,Solomon's-seal Sawfly,insect,Tenthredinidae,Phymatocera,2
physcia-adscendens,Physcia adscendens,Hooded Rosette Lichen,lichen,Physciaceae,Physcia,2
physconia-grisea,Physconia grisea,Grey Frost Lichen,lichen,Physciaceae,Poeltonia,2
physocephala-rufipes,Physocephala rufipes,Waisted Beegrabber,insect,Conopidae,Physocephala,2
phytocoris-ulmi,Phytocoris ulmi,elm plant bug,insect,Miridae,Phytocoris,2
phytomyza-senecionis,Phytomyza senecionis,ragwort leaf miner,insect,Agromyzidae,Phytomyza,2
plagiognathus-arbustorum,Plagiognathus arbustorum,Common Nettle Flower Bug,insect,Miridae,Plagiognathus,2
plagiognathus-chrysanthemi,Plagiognathus chrysanthemi,Trefoil Plant Bug,insect,Miridae,Plagiognathus,2
platypalpus-spec,Platypalpus spec.,dance fly,insect,Hybotidae,Platypalpus,2
poa-compressa,Poa compressa,Flattened Meadow-grass,plant,Poaceae,Poa,2
poa-trivialis,Poa trivialis,Rough Meadow-grass,plant,Poaceae,Poa,2
polyporus-squamosus,Polyporus squamosus,Dryad's Saddle,fungus,Polyporaceae,Polyporus,2
pompilidae-indet,Pompilidae indet.,Spider wasp unknown,insect,Pompilidae,"",2
pontania-proxima,Pontania proxima,Willow Redgall Sawfly,insect,Tenthredinidae,Pontania,2
potentilla-argentea,Potentilla argentea,Hoary Cinquefoil,plant,Rosaceae,Potentilla,2
protoparmeliopsis-muralis,Protoparmeliopsis muralis,Chewing Gum Lichen,lichen,Lecanoraceae,Protoparmeliopsis,2
pseudovadonia-livida,Pseudovadonia livida,Fairy-ring Longhorn Beetle,insect,Cerambycidae,Pseudovadonia,2
punctelia-borreri,Punctelia borreri,Borrers speckled shield lichen,lichen,Parmeliaceae,Punctelia,2
pyrrhalta-viburni,Pyrrhalta viburni,Viburnum Leaf Beetle,insect,Chrysomelidae,Pyrrhalta,2
pyrrhosoma-nymphula,Pyrrhosoma nymphula,Large Red Damselfly,insect,Coenagrionidae,Pyrrhosoma,2
rhogogaster-spec,Rhogogaster spec.,grass sawfly,insect,Tenthredinidae,Rhogogaster,2
rilaena-triangularis,Rilaena triangularis,Spring Harvestman,arachnid,Phalangiidae,Rilaena,2
rorippa-palustris,Rorippa palustris,Marsh Yellow-cress,plant,Brassicaceae,Rorippa,2
rubus-idaeus,Rubus idaeus,Raspberry,plant,Rosaceae,Rubus,2
rumex-spec,Rumex spec.,Dock unknown,plant,Polygonaceae,Rumex,2
salix-spec,Salix spec.,Willow unknown,other,"","",2
sanguisorba-officinalis,Sanguisorba officinalis,Great Burnet,plant,Rosaceae,Sanguisorba,2
scaeva-pyrastri,Scaeva pyrastri,White-bowed Smoothwing,insect,Syrphidae,Scaeva,2
scaeva-selenitica,Scaeva selenitica,Yellow-bowed Smoothwing,insect,Syrphidae,Scaeva,2
schedonorus-giganteus,Schedonorus giganteus,Giant Fescue,plant,Poaceae,Lolium,2
scoparia-basistrigalis,Scoparia basistrigalis,Base-lined Grey,insect,Crambidae,Scoparia,2
scorzoneroides-autumnalis,Scorzoneroides autumnalis,Autumn Hawkbit,plant,Asteraceae,Scorzoneroides,2
sedum-rupestre,Sedum rupestre,Reflexed Stonecrop,plant,Crassulaceae,"",2
sedum-sexangulare,Sedum sexangulare,Tasteless Stonecrop,plant,Crassulaceae,Sedum,2
segestria-bavarica,Segestria bavarica,tube web spider,arachnid,Segestriidae,Segestria,2
setaria-viridis,Setaria viridis,Green Bristle Grass,plant,Poaceae,Setaria,2
sideridis-turbida,Sideridis turbida,White Colon,insect,Noctuidae,Sideridis,2
sisyra-nigra,Sisyra nigra,Black Spongillafly,insect,Sisyridae,Sisyra,2
smyrnium-perfoliatum,Smyrnium perfoliatum,Perfoliate Alexanders,plant,Apiaceae,Smyrnium,2
sorbus-aucuparia,Sorbus aucuparia,Rowan,plant,Rosaceae,Sorbus,2
sphaeroderma-testaceum,Sphaeroderma testaceum,thistle flea beetle,insect,Chrysomelidae,Pistosia,2
stenodema-laevigata,Stenodema laevigata,Grass bug,insect,Miridae,Stenodema,2
stenopelmus-rufinasus,Stenopelmus rufinasus,Azolla Weevil,insect,Brachyceridae,Stenopelmus,2
stenotus-binotatus,Stenotus binotatus,Two-spotted Grass Bug,insect,Miridae,Stenotus,2
sylvicola-spec,Sylvicola spec.,window gnat,other,"","",2
symmorphus-spec,Symmorphus spec.,mason wasp,insect,Eumenidae,Symmorphus,2
synanthedon-formicaeformis,Synanthedon formicaeformis,Red-tipped Clearwing,insect,Sesiidae,Synanthedon,2
syritta-pipiens,Syritta pipiens,Common Compost Fly,insect,Syrphidae,Syritta,2
tabanus-autumnalis,Tabanus autumnalis,Large Marsh Horsefly,insect,Tabanidae,Tabanus,2
taxodium-distichum,Taxodium distichum,Bald cypress,plant,Cupressaceae,Taxodium,2
tephritis-neesii,Tephritis neesii,Oxeye Daisy Fly,insect,Tephritidae,Tephritis,2
theba-pisana,Theba pisana,White Snail,mollusc,Helicidae,Theba,2
tillus-elongatus,Tillus elongatus,two-coloured checkered beetle,insect,Cleridae,Tillus,2
tinodes-waeneri,Tinodes waeneri,Small Red Sedge,insect,Psychomyiidae,Tinodes,2
trachea-atriplicis,Trachea atriplicis,Orache Moth,insect,Noctuidae,Trachea,2
trachemys-scripta-scripta,Trachemys scripta scripta,Yellow-bellied Slider,reptile,Emydidae,Trachemys,2
triaxomera-parasitella,Triaxomera parasitella,Large Brindled Clothes Moth,insect,Tineidae,Triaxomera,2
trifolium-campestre,Trifolium campestre,Hop Trefoil,plant,Fabaceae,Trifolium,2
tringa-ochropus,Tringa ochropus,Green Sandpiper,bird,Scolopacidae,Tringa,2
trogoderma-angustum,Trogoderma angustum,Stockholm Beetle,insect,Dermestidae,Trogoderma,2
tropaeolum-majus,Tropaeolum majus,Nasturtium,plant,Tropaeolaceae,Tropaeolum,2
tussilago-farfara,Tussilago farfara,Colt's-foot,plant,Asteraceae,Tussilago,2
typhlocybinae-indet,Typhlocybinae indet.,Microleafhoppers,other,"","",2
vanellus-vanellus,Vanellus vanellus,Northern Lapwing,bird,Charadriidae,Vanellus,2
verbascum-thapsus,Verbascum thapsus,Great Mullein,plant,Scrophulariaceae,Verbascum,2
veronica-arvensis,Veronica arvensis,Wall Speedwell,plant,Plantaginaceae,Veronica,2
veronica-austriaca,Veronica austriaca,Austrian Speedwell,plant,Plantaginaceae,Veronica,2
vespa-crabro,Vespa crabro,Hornet,insect,Vespidae,Vespa,2
vespula-vulgaris,Vespula vulgaris,Common Wasp,insect,Vespidae,Vespula,2
vicia-hirsuta,Vicia hirsuta,Hairy Tare,plant,Fabaceae,Vicia,2
vitula-biviella,Vitula biviella,Pine-blossom Knot-horn,insect,Pyralidae,Vitula,2
volvariella-gloiocephala,Volvariella gloiocephala,Stubble Rosegill,fungus,Pluteaceae,Volvopluteus,2
xysticus-ulmi,Xysticus ulmi,Swamp Crab Spider,arachnid,Thomisidae,Xysticus,2
ypsolopha-dentella,Ypsolopha dentella,Honeysuckle Moth,insect,Ypsolophidae,Ypsolopha,2
ypsolopha-scabrella,Ypsolopha scabrella,Wainscot Smudge,insect,Ypsolophidae,Ypsolopha,2
abia-nitens,Abia nitens,Scabious Sawfly,insect,Cimbicidae,Abia,1
acanthus-hungaricus,Acanthus hungaricus,Hungarian bear's breeches,plant,Acanthaceae,Acanthus,1
acanthus-spec,Acanthus spec.,Acanthus unknown,other,"","",1
acer-negundo,Acer negundo,Ash-leaved Maple,plant,Sapindaceae,Acer,1
acer-platanoides,Acer platanoides,Norway Maple,plant,Sapindaceae,Acer,1
acer-pseudoplatanus-f-aureovariegatum,Acer pseudoplatanus f. aureovariegatum,golden variegated sycamore,plant,Sapindaceae,Acer,1
acer-saccharinum,Acer saccharinum,Silver maple,plant,Sapindaceae,Acer,1
achillea-millefolium-cultivar,Achillea millefolium (cultivar),Yarrow (cultivar),plant,Asteraceae,Achillea,1
acleris-bergmanniana,Acleris bergmanniana,Yellow Rose Tortrix,insect,Tortricidae,Acleris,1
acleris-ferrugana,Acleris ferrugana,Rusty Oak Button,insect,Tortricidae,Acleris,1
acleris-logiana,Acleris logiana,North American Black-headed Birch Leaffolder Moth,insect,Tortricidae,Acleris,1
acleris-variegana,Acleris variegana,Garden Rose Tortrix,insect,Tortricidae,Acleris,1
acrobasis-advenella,Acrobasis advenella,Grey Knot-horn,insect,Pyralidae,Acrobasis,1
acrolepiopsis-assectella,Acrolepiopsis assectella,Leek moth,insect,Glyphipterigidae,Acrolepia,1
acronicta-rumicis,Acronicta rumicis,Knot Grass,insect,Noctuidae,Acronicta,1
aculus-tetanothrix,Aculus tetanothrix,Willow Bead Gall Mite,arachnid,Eriophyidae,Aculus,1
adiantum-venustum,Adiantum venustum,Himalayan maidenhair,plant,Pteridaceae,Adiantum,1
aegopinella-nitidula,Aegopinella nitidula,Smooth Glass Snail,mollusc,Gastrodontidae,Aegopinella,1
aelia-acuminata,Aelia acuminata,Bishop's Mitre Shieldbug,insect,Pentatomidae,Aelia,1
aesculus-hippocastanum,Aesculus hippocastanum,Horse-chestnut,plant,Sapindaceae,Aesculus,1
aesculus-parviflora,Aesculus parviflora,Dwarf buckeye,plant,Sapindaceae,Aesculus,1
aeshnidae-indet,Aeshnidae indet.,Darners,insect,Aeshnidae,"",1
agaricus-bitorquis,Agaricus bitorquis,Pavement Mushroom,fungus,Agaricaceae,Agaricus,1
agaricus-spec,Agaricus spec.,field and button mushrooms,fungus,Agaricaceae,Agaricus,1
agonopterix-heracliana-ciliella,Agonopterix heracliana / ciliella,common flat-body,insect,Depressariidae,Agonopterix,1
agonopterix-propinquella,Agonopterix propinquella,black-spot flat-body,insect,Depressariidae,Agonopterix,1
agrilus-spec,Agrilus spec.,Jewel beetles,other,"","",1
agrimonia-spec,Agrimonia spec.,Agrimony unknown,plant,Rosaceae,Agrimonia,1
agriotes-lineatus,Agriotes lineatus,Lined click beetle,insect,Elateridae,Agriotes,1
agriphila-geniculea,Agriphila geniculea,Elbow-striped Grass-veneer,insect,Crambidae,Agriphila,1
agriphila-inquinatella,Agriphila inquinatella,Barred Grass-veneer,insect,Crambidae,Agriphila,1
agrochola-lunosa,Agrochola lunosa,Lunar Underwing,insect,Noctuidae,Agrochola,1
agrocybe-dura,Agrocybe dura,Bearded Fieldcap,fungus,Strophariaceae,Agrocybe,1
agromyza-flaviceps,Agromyza flaviceps,"",insect,Agromyzidae,Agromyza,1
aira-caryophyllea,Aira caryophyllea,Silver Hair-grass,plant,Poaceae,Aira,1
alauda-arvensis,Alauda arvensis,Eurasian Skylark,bird,Alaudidae,Alauda,1
aleiodes-spec,Aleiodes spec.,Common Mummy Wasps,insect,Braconidae,Aleiodes,1
alkekengi-officinarum,Alkekengi officinarum,Cape Gooseberry,plant,Solanaceae,Alkekengi,1
allium-spec,Allium spec.,Onion unknown,plant,Amaryllidaceae,Allium,1
althaea-officinalis,Althaea officinalis,Marsh-mallow,plant,Malvaceae,Althaea,1
amara-apricaria,Amara apricaria,Dusky Sun Beetle,insect,Carabidae,Amara,1
amara-aulica,Amara aulica,Magnificent Sun Beetle,insect,Carabidae,Amara,1
amara-spec,Amara spec.,Red amaranth,other,"","",1
amblyptilia-acanthadactyla,Amblyptilia acanthadactyla,Plume Moth,insect,Pterophoridae,Amblyptilia,1
amphipyra-pyramidea,Amphipyra pyramidea,Copper Underwing,insect,Noctuidae,Amphipyra,1
anania-crocealis,Anania crocealis,Ochreous Pearl,insect,Crambidae,Anania,1
anarsia-innoxiella,Anarsia innoxiella,Acer sober,insect,Gelechiidae,Anarsia,1
ancylis-unguicella,Ancylis unguicella,"",insect,Tortricidae,Ancylis,1
andricus-kollari,Andricus kollari,Oak Marble Gall Wasp,insect,Cynipidae,Andricus,1
anisantha-madritensis,Anisantha madritensis,Compact Brome,plant,Poaceae,Bromus,1
anisantha-tectorum,Anisantha tectorum,Drooping Brome,plant,Poaceae,Bromus,1
anisoptera-indet,Anisoptera indet.,Dragonfly unknown,plant,Dipterocarpaceae,Anisoptera,1
anodonta-cygnea,Anodonta cygnea,Swan mussel,mollusc,Unionidae,Anodonta,1
anser-anser-f-domesticus,Anser anser f. domesticus,Domesticated Goose,bird,Anatidae,Anser,1
anser-spec,Anser spec.,Goose (Anser) unknown,bird,Anatidae,Anser,1
anthocomus-fasciatus,Anthocomus fasciatus,"",insect,Melyridae,Anthocomus,1
anthonomus-rubi,Anthonomus rubi,Strawberry blossom weevil,insect,Curculionidae,Anthonomus,1
anthophila-indet,Anthophila indet.,Bee unidentified,insect,Choreutidae,Anthophila,1
anthrenus-pimpinellae,Anthrenus pimpinellae,Pimpinel carpet beetle,insect,Dermestidae,Anthrenus,1
apamea-lithoxylaea,Apamea lithoxylaea,Light Arches,insect,Noctuidae,Apamea,1
aphis-jacobaeae,Aphis jacobaeae,Ragwort Aphid,insect,Aphididae,Aphis,1
aphis-sambuci,Aphis sambuci,Elder Aphid,insect,Aphididae,Aphis,1
aphrodes-spec,Aphrodes spec.,Leafhoppers,insect,Cicadellidae,Aphrodes,1
aplocera-spec,Aplocera spec.,Geometer moths,other,"","",1
apolygus-lucorum,Apolygus lucorum,Green capsid bug,insect,Miridae,Apolygus,1
aproceros-leucopoda,Aproceros leucopoda,Elm Zigzag Sawfly,insect,Argidae,Aproceros,1
aquilegia-vulgaris,Aquilegia vulgaris,Columbine,plant,Ranunculaceae,Aquilegia,1
aquilegia-vulgaris-cultivar,Aquilegia vulgaris (cultivar),Columbine (cultivar),plant,Ranunculaceae,Aquilegia,1
aradus-brenskei,Aradus brenskei,"",insect,Aradidae,Aradus,1
araneus-spec,Araneus spec.,Angulate and Roundshouldered Orbweavers,arachnid,Araneidae,Araneus,1
archanara-dissoluta,Archanara dissoluta,Brown-veined Wainscot,insect,Noctuidae,Archanara,1
archips-crataegana,Archips crataegana,Brown Oak Tortrix,insect,Tortricidae,Archips,1
arenaria-leptoclados-arenaria-serpyllifolia,Arenaria leptoclados + Arenaria serpyllifolia,Slender Sandwort,other,"","",1
arge-cyanocrocea,Arge cyanocrocea,Strawberry sawfly,insect,Argidae,Arge,1
arge-pagana,Arge pagana,Rose sawfly,insect,Argidae,Arge,1
argogorytes-mystaceus,Argogorytes mystaceus,Two-girdled Digger Wasp,insect,Crabronidae,Argogorytes,1
argynnis-paphia,Argynnis paphia,Silver-washed Fritillary,insect,Nymphalidae,Argynnis,1
argyresthia-albistria,Argyresthia albistria,Purple Argent,insect,Argyresthiidae,Argyresthia,1
argyresthia-goedartella,Argyresthia goedartella,Bronze Alder Moth,insect,Argyresthiidae,Argyresthia,1
argyresthia-retinella,Argyresthia retinella,Netted Argent,insect,Argyresthiidae,Argyresthia,1
argyrotaenia-ljungiana,Argyrotaenia ljungiana,Heather Tortrix,insect,Tortricidae,Argyrotaenia,1
aricia-agestis,Aricia agestis,Brown Argus,insect,Lycaenidae,Aricia,1
arma-custos,Arma custos,Dock Leaf Bug,insect,Pentatomidae,Arma,1
arocatus-longiceps,Arocatus longiceps,plane groundbug,insect,Lygaeidae,Arocatus,1
arum-spec,Arum spec.,Arum unknown,other,"","",1
asio-otus,Asio otus,Long-eared Owl,bird,Strigidae,Asio,1
asparagus-officinalis,Asparagus officinalis,Edible asparagus,plant,Asparagaceae,Asparagus,1
assara-terebrella,Assara terebrella,Dark Spruce Knot-horn,insect,Pyralidae,Assara,1
astacidae-cambaridae-parastacidae-indet,Astacidae/Cambaridae/Parastacidae indet.,Crayfish unknown,insect,Astacidae,"",1
astrantia-major,Astrantia major,Astrantia,plant,Apiaceae,Astrantia,1
astur-gentilis,Astur gentilis,Eurasian Goshawk,bird,Accipitridae,Astur,1
athene-noctua,Athene noctua,Little Owl,bird,Strigidae,Athene,1
athyrium-filix-femina,Athyrium filix-femina,Lady-fern,plant,Athyriaceae,Athyrium,1
atractotomus-mali,Atractotomus mali,Apple capsid bug,insect,Miridae,Atractotomus,1
atyaephyra-desmarestii,Atyaephyra desmarestii,European Freshwater Shrimp,insect,Atyidae,Atyaephyra,1
auchenorrhyncha-indet,Auchenorrhyncha indet.,Leafhopper unknown (Auchenorrhyncha),other,"","",1
aulagromyza-hendeliana,Aulagromyza hendeliana,"",insect,Agromyzidae,Aulagromyza,1
